ID,Hashrate,Reward
304,216517,6
305,319097,9
306,172199,5
307,283024,4
308,473860,16
309,241104,5
310,417528,12
311,345933,14
312,376350,16
313,219342,3
314,464129,11
315,259860,3
316,268992,8
317,211256,7
318,174353,5
319,185221,4
320,297769,8
321,273580,8
322,302749,6
323,336453,9
324,265813,7
325,322140,10
326,235222,6
327,189047,3
328,386641,13
329,353952,7
330,407885,14
331,170865,7
332,233911,5
333,190714,6
334,291027,5
335,298589,13
336,292855,14
337,359562,9
338,441341,9
339,305015,5
340,322674,10
341,561326,15
342,348975,9
343,306459,11
344,233294,4
345,259509,8
346,319832,9
347,430381,14
348,349569,9
349,335733,7
350,157652,7
351,352587,12
352,166357,1
353,223481,7
354,453070,13
355,228211,10
356,272394,8
357,427459,14
358,274915,14
359,177922,4
360,382805,7
361,328253,14
362,324425,11
363,288625,3
364,35826,2
365,286092,10
366,395298,13
367,318139,8
368,219692,4
369,367855,9
370,402694,13
371,271863,6
372,532720,10
373,351456,13
374,134956,7
375,308932,8
376,381788,15
377,398379,8
378,336071,15
379,238121,6
380,328226,11
381,324508,9
382,249409,6
383,349264,19
384,471771,17
385,331081,7
386,271305,10
387,338353,13
388,299344,9
389,335418,12
390,426349,10
391,162559,3
392,354052,12
393,449293,13
394,258374,11
395,308650,4
396,171722,3
397,319740,11
398,341366,10
399,253243,7
400,344630,14
401,378530,11
402,243122,7
403,331511,6
404,300925,7
405,372307,9
406,356464,7
407,531268,17
408,432233,12
409,314789,12
410,364867,12
411,225906,1
412,195267,5
413,72610,2
414,341262,13
415,153416,4
416,301807,6
417,249452,10
418,153379,7
419,294443,8
420,270603,10
421,318129,6
422,467609,12
423,316166,6
424,269266,6
425,265183,8
426,198974,9
427,159014,8
428,277477,6
429,345147,10
430,264349,6
431,445976,9
432,282652,5
433,435984,6
434,532474,15
435,420669,11
436,231870,12
437,370023,11
438,232947,9
439,210796,6
440,257409,1
441,352856,7
442,244101,9
443,107198,3
444,260334,6
445,494396,15
446,272251,8
447,187086,4
448,202784,6
449,150872,4
450,347929,8
451,335058,10
452,379299,8
453,401019,7
454,290458,9
455,18048,2
456,391974,4
457,262831,6
458,320456,11
459,308650,12
460,246802,7
461,124529,7
462,286703,6
463,206073,3
464,214191,3
465,169162,6
466,301822,6
467,476427,18
468,313379,7
469,261093,8
470,349929,9
471,267817,6
472,364738,13
473,430611,11
474,220518,4
475,377611,12
476,233494,10
477,183601,4
478,419424,9
479,308165,6
480,212726,8
481,250593,6
482,292224,6
483,148317,2
484,323194,5
485,418050,5
486,292425,8
487,465372,15
488,264592,14
489,246705,8
490,416997,9
491,236075,7
492,392311,9
493,239745,8
494,367788,8
495,368876,12
496,423931,9
497,98480,1
498,329677,11
499,374264,9
500,282576,3
501,302337,7
502,396915,10
503,321708,6
504,322580,11
505,287585,7
506,148875,5
507,400901,8
508,256823,9
509,212524,8
510,231328,4
511,308975,14
512,308716,15
513,426999,14
514,229664,4
515,463734,14
516,125051,1
517,327464,7
518,450602,15
519,386535,9
520,183958,3
521,316714,14
522,221363,7
523,258931,11
524,398281,10
525,254143,12
526,499553,14
527,424029,12
528,316598,11
529,247273,5
530,129629,2
531,362525,5
532,369257,10
533,455501,14
534,263950,9
535,171540,4
536,469768,12
537,469101,10
538,467130,13
539,193471,9
540,445631,19
541,237009,7
542,127677,3
543,382355,10
544,70278,0
545,234085,6
546,149269,3
547,424810,14
548,416904,13
549,388997,13
550,347348,9
551,375334,12
552,333123,14
553,230034,8
554,233548,9
555,275240,12
556,256818,8
557,485263,13
558,149129,3
559,242533,11
560,411008,13
561,235659,6
562,380090,12
563,329220,8
564,292677,10
565,406398,6
566,317905,8
567,295241,5
568,186965,3
569,342628,13
570,147154,5
571,246805,8
572,398990,11
573,144463,7
574,193679,6
575,408602,14
576,185261,1
577,231522,4
578,146993,7
579,219076,4
580,239212,9
581,423521,11
582,127355,2
583,476458,14
584,261557,5
585,284493,8
586,231125,5
587,148214,5
588,52218,2
589,300727,13
590,290797,11
591,268684,6
592,319396,11
593,407945,13
594,422298,9
595,434876,21
596,345429,16
597,194157,4
598,236057,5
599,237036,7
600,219549,10
601,176633,3
602,267139,8
603,301577,10
604,241850,8
605,169913,2
606,151283,5
607,157469,6
608,203290,6
609,249749,9
610,116439,4
611,180032,4
612,235381,8
613,259822,10
614,157302,4
615,226943,9
616,160859,0
617,344138,16
618,485791,15
619,141689,3
620,329574,2
621,228944,4
622,332985,16
623,335969,3
624,359612,14
625,216336,6
626,333768,6
627,363203,11
628,266243,11
629,378291,8
630,250153,4
631,319582,9
632,345305,3
633,154742,6
634,254459,10
635,352226,10
636,277335,8
637,132053,4
638,269700,7
639,189289,6
640,147801,8
641,252225,5
642,98995,2
643,263277,7
644,362432,19
645,84994,3
646,354086,8
647,218875,5
648,448067,16
649,235399,9
650,268938,14
651,313063,8
652,243831,7
653,416972,14
654,306537,6
655,379361,11
656,367888,8
657,298362,12
658,350806,17
659,395938,8
660,249233,8
661,202300,4
662,333860,8
663,119095,4
664,303500,12
665,301288,9
666,409396,14
667,338852,4
668,245100,8
669,333476,9
670,234237,5
671,259597,5
672,318606,7
673,130335,7
674,321678,11
675,317969,8
676,293790,11
677,195012,7
678,236105,8
679,230936,3
680,165676,4
681,320795,8
682,284637,5
683,297648,9
684,310169,10
685,263522,9
686,234305,7
687,333030,12
688,435755,20
689,171195,6
690,359412,13
691,217017,4
692,112603,3
693,389219,12
694,334468,11
695,361262,10
696,461394,14
697,296921,10
698,399629,9
699,194527,6
700,405565,9
701,456072,12
702,389458,7
703,254333,10
704,143330,3
705,383409,7
706,220343,8
707,260536,4
708,268861,10
709,186432,2
710,452222,13
711,337467,7
712,327605,11
713,159647,3
714,187163,6
715,254185,7
716,227336,15
717,228153,6
718,288069,2
719,365391,10
720,177866,4
721,165048,3
722,355182,10
723,233854,7
724,237453,6
725,276082,11
726,211048,11
727,187295,6
728,401146,15
729,100698,1
730,433002,12
731,346914,18
732,272840,6
733,260595,9
734,571270,18
735,318454,11
736,105685,1
737,171095,8
738,151740,4
739,544118,21
740,259116,11
741,292389,3
742,102373,3
743,286077,9
744,312443,8
745,286280,11
746,62386,2
747,192085,4
748,415497,9
749,357683,12
750,301627,10
751,400910,9
752,195627,4
753,316165,12
754,345872,13
755,406687,12
756,122011,4
757,422307,11
758,271134,3
759,231156,5
760,229635,9
761,43371,2
762,243698,8
763,365363,10
764,175781,6
765,404343,12
766,255735,8
767,348554,9
768,325214,15
769,176209,5
770,313576,6
771,243643,4
772,364994,11
773,216383,3
774,297363,8
775,298073,17
776,215399,5
777,338244,10
778,206448,5
779,342426,7
780,318478,8
781,284042,12
782,467130,16
783,354537,9
784,340873,8
785,217951,11
786,312917,4
787,155582,4
788,234215,4
789,151858,4
790,158565,5
791,364046,10
792,347153,7
793,84849,1
794,428501,13
795,390277,13
796,171791,2
797,78488,3
798,203581,7
799,334377,5
800,380220,7
801,361420,7
802,403057,11
803,367872,9
804,455304,14
805,320024,8
806,395179,14
807,368213,8
808,393284,15
809,237784,9
810,124572,3
811,275094,8
812,280513,9
813,247143,6
814,223824,4
815,362385,14
816,210499,4
817,424832,9
818,308785,8
819,262801,11
820,514141,17
821,356599,13
822,484288,14
823,316322,8
824,260895,9
825,418621,19
826,417345,7
827,211268,6
828,216535,5
829,236218,12
830,293336,8
831,391812,6
832,331440,8
833,512182,21
834,559889,13
835,339060,12
836,431890,9
837,325430,13
838,427946,16
839,381908,13
840,219380,12
841,470983,14
842,125686,1
843,206354,3
844,496790,18
845,372908,9
846,194195,2
847,368965,12
848,219497,3
849,322628,10
850,122993,5
851,132143,3
852,172745,8
853,452691,10
854,141858,3
855,273325,12
856,270486,7
857,268356,9
858,297765,11
859,322133,14
860,277340,7
861,388134,13
862,160244,1
863,269558,13
864,134391,4
865,460975,13
866,234629,17
867,206263,7
868,287745,13
869,71686,1
870,485187,16
871,308687,15
872,204387,5
873,297877,10
874,207933,3
875,250843,4
876,249551,4
877,413756,15
878,260794,6
879,282555,10
880,476279,11
881,313205,11
882,367393,8
883,343477,9
884,377518,7
885,173474,5
886,330755,12
887,358051,12
888,392391,9
889,345949,8
890,343420,14
891,49488,0
892,227280,3
893,261455,11
894,262238,9
895,305812,6
896,176519,7
897,355361,8
898,447695,11
899,290431,14
900,401564,13
901,273834,5
902,244707,7
903,102391,3
904,424040,6
905,191600,8
906,398232,6
907,124433,2
908,282101,10
909,320216,9
910,441681,11
911,349997,3
912,219218,6
913,318985,11
914,356404,8
915,254734,10
916,223810,9
917,219822,9
918,199284,3
919,261770,6
920,338708,11
921,146813,4
922,390581,8
923,378634,10
924,365596,12
925,185668,3
926,236284,6
927,379790,12
928,352558,18
929,330240,8
930,308649,9
931,94185,0
932,449130,15
933,266434,1
934,217433,7
935,165067,6
936,253933,10
937,378569,5
938,366404,11
939,453776,9
940,332154,10
941,217904,5
942,273883,6
943,299873,8
944,333360,9
945,360391,12
946,114675,4
947,261548,11
948,386049,7
949,371466,8
950,467289,19
951,151368,4
952,363946,11
953,433024,12
954,260605,9
955,324138,9
956,113632,2
957,431368,16
958,211215,3
959,431504,9
960,332583,9
961,338868,6
962,397834,13
963,350763,8
964,231058,14
965,314795,10
966,411367,11
967,407264,10
968,281199,4
969,338962,9
970,241593,7
971,240843,10
972,354574,10
973,367719,17
974,555398,15
975,282973,7
976,350009,10
977,214807,10
978,371906,14
979,343997,9
980,288058,5
981,401902,12
982,374720,13
983,405681,15
984,484781,20
985,412074,18
986,305925,6
987,159824,5
988,392825,8
989,192470,5
990,312469,6
991,198786,9
992,158792,8
993,320820,7
994,283353,4
995,304098,6
996,470315,10
997,114847,3
998,438331,16
999,432481,13
