ID,0,Hashrate,165069,Reward,4
ID,1,Hashrate,254325,Reward,4
ID,2,Hashrate,160693,Reward,5
ID,3,Hashrate,223678,Reward,4
ID,4,Hashrate,192328,Reward,2
ID,5,Hashrate,195321,Reward,5
ID,6,Hashrate,194122,Reward,3
ID,7,Hashrate,254208,Reward,6
ID,8,Hashrate,188735,Reward,8
ID,9,Hashrate,187565,Reward,4
ID,10,Hashrate,257969,Reward,5
ID,11,Hashrate,175912,Reward,5
ID,12,Hashrate,207758,Reward,6
ID,13,Hashrate,341629,Reward,9
ID,14,Hashrate,233965,Reward,9
ID,15,Hashrate,188259,Reward,6
ID,16,Hashrate,121169,Reward,0
ID,17,Hashrate,214265,Reward,4
ID,18,Hashrate,233927,Reward,8
ID,19,Hashrate,159672,Reward,3
ID,20,Hashrate,219246,Reward,5
ID,21,Hashrate,172567,Reward,7
ID,22,Hashrate,197275,Reward,3
ID,23,Hashrate,242800,Reward,9
ID,24,Hashrate,264540,Reward,5
ID,25,Hashrate,188858,Reward,7
ID,26,Hashrate,172863,Reward,4
ID,27,Hashrate,172111,Reward,1
ID,28,Hashrate,281714,Reward,3
ID,29,Hashrate,234343,Reward,6
ID,30,Hashrate,213212,Reward,3
ID,31,Hashrate,254018,Reward,9
ID,32,Hashrate,222961,Reward,5
ID,33,Hashrate,195809,Reward,8
ID,34,Hashrate,253065,Reward,3
ID,35,Hashrate,151411,Reward,2
ID,36,Hashrate,217933,Reward,4
ID,37,Hashrate,232215,Reward,6
ID,38,Hashrate,101423,Reward,3
ID,39,Hashrate,118617,Reward,1
ID,40,Hashrate,141501,Reward,2
ID,41,Hashrate,258374,Reward,4
ID,42,Hashrate,163806,Reward,4
ID,43,Hashrate,192173,Reward,5
ID,44,Hashrate,244725,Reward,7
ID,45,Hashrate,178733,Reward,4
ID,46,Hashrate,156938,Reward,5
ID,47,Hashrate,221986,Reward,1
ID,48,Hashrate,249442,Reward,3
ID,49,Hashrate,110018,Reward,2
ID,50,Hashrate,325501,Reward,3
ID,51,Hashrate,251163,Reward,8
ID,52,Hashrate,138498,Reward,4
ID,53,Hashrate,248822,Reward,5
ID,54,Hashrate,198962,Reward,6
ID,55,Hashrate,165260,Reward,3
ID,56,Hashrate,117885,Reward,4
ID,57,Hashrate,210215,Reward,7
ID,58,Hashrate,219304,Reward,5
ID,59,Hashrate,139075,Reward,0
ID,60,Hashrate,171102,Reward,5
ID,61,Hashrate,243641,Reward,4
ID,62,Hashrate,210878,Reward,3
ID,63,Hashrate,207288,Reward,4
ID,64,Hashrate,192508,Reward,5
ID,65,Hashrate,238432,Reward,5
ID,66,Hashrate,228787,Reward,6
ID,67,Hashrate,115105,Reward,2
ID,68,Hashrate,143064,Reward,4
ID,69,Hashrate,199661,Reward,0
ID,70,Hashrate,132296,Reward,3
ID,71,Hashrate,262460,Reward,3
ID,72,Hashrate,180574,Reward,5
ID,73,Hashrate,277770,Reward,5
ID,74,Hashrate,163844,Reward,3
ID,75,Hashrate,199139,Reward,4
ID,76,Hashrate,240983,Reward,5
ID,77,Hashrate,175130,Reward,3
ID,78,Hashrate,202730,Reward,6
ID,79,Hashrate,176552,Reward,5
ID,80,Hashrate,198418,Reward,5
ID,81,Hashrate,169741,Reward,3
ID,82,Hashrate,165922,Reward,5
ID,83,Hashrate,170202,Reward,1
ID,84,Hashrate,178465,Reward,4
ID,85,Hashrate,228662,Reward,4
ID,86,Hashrate,142860,Reward,3
ID,87,Hashrate,234368,Reward,5
ID,88,Hashrate,166069,Reward,6
ID,89,Hashrate,244205,Reward,9
ID,90,Hashrate,261494,Reward,3
ID,91,Hashrate,198575,Reward,4
ID,92,Hashrate,324253,Reward,11
ID,93,Hashrate,108890,Reward,3
ID,94,Hashrate,186281,Reward,1
ID,95,Hashrate,164401,Reward,5
ID,96,Hashrate,182813,Reward,3
ID,97,Hashrate,176219,Reward,3
ID,98,Hashrate,142527,Reward,6
ID,99,Hashrate,204209,Reward,3
ID,100,Hashrate,151937,Reward,1
ID,101,Hashrate,231350,Reward,5
ID,102,Hashrate,156049,Reward,6
ID,103,Hashrate,155293,Reward,4
ID,104,Hashrate,132753,Reward,2
ID,105,Hashrate,233823,Reward,5
ID,106,Hashrate,85896,Reward,2
ID,107,Hashrate,126349,Reward,2
ID,108,Hashrate,204755,Reward,6
ID,109,Hashrate,186153,Reward,3
ID,110,Hashrate,212469,Reward,2
ID,111,Hashrate,138069,Reward,1
ID,112,Hashrate,216151,Reward,1
ID,113,Hashrate,225439,Reward,4
ID,114,Hashrate,116013,Reward,4
ID,115,Hashrate,195213,Reward,3
ID,116,Hashrate,182118,Reward,1
ID,117,Hashrate,121284,Reward,5
ID,118,Hashrate,157685,Reward,4
ID,119,Hashrate,196380,Reward,9
ID,120,Hashrate,290814,Reward,10
ID,121,Hashrate,240661,Reward,4
ID,122,Hashrate,136225,Reward,3
ID,123,Hashrate,152628,Reward,2
ID,124,Hashrate,166236,Reward,4
ID,125,Hashrate,300942,Reward,10
ID,126,Hashrate,174101,Reward,7
ID,127,Hashrate,182489,Reward,5
ID,128,Hashrate,246789,Reward,4
ID,129,Hashrate,255191,Reward,8
ID,130,Hashrate,231424,Reward,8
ID,131,Hashrate,212375,Reward,3
ID,132,Hashrate,117579,Reward,2
ID,133,Hashrate,272224,Reward,4
ID,134,Hashrate,202048,Reward,3
ID,135,Hashrate,189325,Reward,7
ID,136,Hashrate,196229,Reward,5
ID,137,Hashrate,197645,Reward,5
ID,138,Hashrate,140088,Reward,1
ID,139,Hashrate,191902,Reward,7
ID,140,Hashrate,181674,Reward,1
ID,141,Hashrate,200383,Reward,6
ID,142,Hashrate,194777,Reward,5
ID,143,Hashrate,208556,Reward,3
ID,144,Hashrate,182046,Reward,3
ID,145,Hashrate,192174,Reward,6
ID,146,Hashrate,241747,Reward,3
ID,147,Hashrate,155938,Reward,2
ID,148,Hashrate,165647,Reward,3
ID,149,Hashrate,195948,Reward,5
ID,150,Hashrate,159039,Reward,3
ID,151,Hashrate,127597,Reward,1
ID,152,Hashrate,186726,Reward,1
ID,153,Hashrate,233645,Reward,10
ID,154,Hashrate,276904,Reward,9
ID,155,Hashrate,147790,Reward,2
ID,156,Hashrate,174005,Reward,5
ID,157,Hashrate,135229,Reward,5
ID,158,Hashrate,111265,Reward,1
ID,159,Hashrate,189369,Reward,5
ID,160,Hashrate,180390,Reward,4
ID,161,Hashrate,196361,Reward,5
